"ALLCOLROW","harvest_area"
"CR269224",119.287338256836
"CR270193",143.984222412109
"CR270194",731.195556640625
"CR270195",549.887817382812
"CR270196",1172.03625488281
"CR270197",1586.67749023438
"CR270198",992.479370117188
"CR270199",598.143005371094
"CR270200",397.003601074219
"CR270201",93.4653244018555
"CR270202",245.342514038086
"CR270203",469.791839599609
"CR270204",587.996215820312
"CR270205",948.55078125
"CR270206",510.965972900391
"CR270207",420.914093017578
"CR270208",420.126434326172
"CR270209",365.981719970703
"CR270210",230.987915039062
"CR270211",820.700012207031
"CR270212",1908.23718261719
"CR270213",128.63639831543
"CR270214",368.750183105469
"CR270215",159.692108154297
"CR270216",188.770706176758
"CR270217",118.789039611816
"CR270218",12.5740480422974
"CR270220",148.146179199219
"CR270221",58.968318939209
"CR270222",73.4000015258789
"CR270223",78.2611846923828
"CR270224",131.499130249023
"CR271193",95.8976287841797
"CR271194",614.833312988281
"CR271195",364.537902832031
"CR271196",1140.72534179688
"CR271197",1569.97265625
"CR271198",908.428955078125
"CR271199",537.727966308594
"CR271200",314.925476074219
"CR271201",16.6389484405518
"CR271202",39.6401901245117
"CR271204",659.851379394531
"CR271205",455.013488769531
"CR271206",512.789794921875
"CR271207",1729.78454589844
"CR271208",1126.02734375
"CR271209",436.402374267578
"CR271214",421.178680419922
"CR271215",332.060882568359
"CR271217",17.2000007629395
"CR271218",2.29999995231628
"CR271223",21.4172763824463
"CR271224",80.6868133544922
"CR272194",234.511459350586
"CR272195",674.136657714844
"CR272196",904.32666015625
"CR272197",719.4892578125
"CR272198",939.120422363281
"CR272199",600.932189941406
"CR272200",33.3479843139648
"CR272205",325.166412353516
"CR272206",659.741760253906
"CR272207",2067.1787109375
"CR272208",2018.78845214844
"CR272209",1407.03698730469
"CR272217",72.1842651367188
"CR272218",112.300003051758
"CR272222",65.3823165893555
"CR272223",112.750068664551
"CR272224",95.1655502319336
"CR273190",22.3810806274414
"CR273194",144.566253662109
"CR273195",417.725311279297
"CR273196",396.700012207031
"CR273197",185.798721313477
"CR273206",2138.2431640625
"CR273207",434.102813720703
"CR273208",74.4374313354492
"CR273217",93.7373886108398
"CR273218",420.561370849609
"CR273222",78.6999969482422
"CR274187",186.675582885742
"CR274188",480.419281005859
"CR274190",13.2000665664673
"CR274191",8.31300640106201
"CR274207",39.0937614440918
"CR275187",274.568237304688
"CR275188",850.22119140625
"CR275189",263.862426757812
"CR275190",8.66579532623291
"CR275193",98.859977722168
"CR275221",128.5
"CR276187",327.619079589844
"CR276193",83.168342590332
"CR228245",45.3866691589355
"CR228246",187.973907470703
"CR228247",728.151794433594
"CR229233",3.52909207344055
"CR229234",28.5144214630127
"CR229235",99.9443740844727
"CR229236",1901.16748046875
"CR230230",239.798858642578
"CR230232",564.42529296875
"CR230233",231.990280151367
"CR230234",1156.83642578125
"CR230235",1359.48596191406
"CR230236",1590.78259277344
"CR230237",782.912292480469
"CR230238",703.761108398438
"CR230245",245.400863647461
"CR230246",2112.2587890625
"CR230247",1437.97387695312
"CR230248",1268.90454101562
"CR230249",1272.67431640625
"CR230251",58.1322708129883
"CR230252",28.0289573669434
"CR230253",66.2995300292969
"CR230254",1.69971442222595
"CR231229",139.480819702148
"CR231230",146.764190673828
"CR231231",747.31689453125
"CR231232",1338.38696289062
"CR231233",1304.11340332031
"CR231234",3372.84545898438
"CR231235",1760.82348632812
"CR231236",187.579299926758
"CR231238",124.118530273438
"CR231239",36.1339721679688
"CR231241",492.382537841797
"CR231242",420.878204345703
"CR231244",1294.55297851562
"CR231245",733.485290527344
"CR231246",2438.435546875
"CR231247",2676.26684570312
"CR231248",2541.98583984375
"CR231249",2399.15747070312
"CR231251",535.818969726562
"CR231252",492.025390625
"CR231253",29.4072589874268
"CR231254",2.3648509979248
"CR231255",7.28545761108398
"CR232228",221.694381713867
"CR232229",481.496459960938
"CR232230",2281.11010742188
"CR232231",1036.25805664062
"CR232232",844.075866699219
"CR232233",1336.85949707031
"CR232234",1200.14318847656
"CR232235",317.359283447266
"CR232236",123.23070526123
"CR232237",159.269348144531
"CR232240",331.488128662109
"CR232241",483.071228027344
"CR232242",2006.86096191406
"CR232243",2378.09741210938
"CR232244",3701.19702148438
"CR232245",3164.34375
"CR232246",2633.36059570312
"CR232247",2589.1728515625
"CR232248",2705.8232421875
"CR232249",2573.6083984375
"CR232250",2371.60424804688
"CR232251",812.105163574219
"CR232252",670.834106445312
"CR232254",100.468406677246
"CR232255",39.0627555847168
"CR232256",12.9195594787598
"CR233225",451.807373046875
"CR233226",1497.94165039062
"CR233227",815.475830078125
"CR233229",1132.70397949219
"CR233230",2327.62182617188
"CR233231",1894.03601074219
"CR233232",600.3212890625
"CR233236",93.4322128295898
"CR233237",64.6600646972656
"CR233240",934.375549316406
"CR233241",3040.46435546875
"CR233242",4180.70458984375
"CR233243",4602.578125
"CR233244",4225.177734375
"CR233245",4265.4267578125
"CR233246",4090.42919921875
"CR233247",3571.68237304688
"CR233248",3392.01440429688
"CR233249",2564.6982421875
"CR233250",2249.11694335938
"CR233251",2295.54858398438
"CR233252",1880.69274902344
"CR233253",984.16650390625
"CR233254",659.370178222656
"CR233255",343.208404541016
"CR233256",45.4948654174805
"CR234226",602.080139160156
"CR234227",267.396423339844
"CR234230",434.172515869141
"CR234231",637.128479003906
"CR234232",234.465896606445
"CR234235",126.990875244141
"CR234238",85.8135223388672
"CR234240",529.359191894531
"CR234241",809.768432617188
"CR234242",3804.54174804688
"CR234243",3680.26000976562
"CR234244",3958.00659179688
"CR234245",3220.25024414062
"CR234246",3193.49682617188
"CR234247",3668.1376953125
"CR234248",3006.3107421875
"CR234249",2633.87036132812
"CR234250",2876.44604492188
"CR234251",2860.65576171875
"CR234252",2682.27514648438
"CR234259",2.20393657684326
"CR235232",45.1424903869629
"CR235234",282.623016357422
"CR235235",356.435272216797
"CR235236",457.107177734375
"CR235237",553.08203125
"CR235238",1006.42114257812
"CR235239",936.900024414062
"CR235240",151.116912841797
"CR235242",2701.69757952009
"CR235243",2025.830078125
"CR235244",2162.88208007812
